date,open,close,high,low,volume,code
2009-06-24,5.57,5.83,6.0,5.57,1475769.32,600001
2009-06-25,5.84,5.81,5.9,5.68,801066.11,600001
2009-06-29,5.93,5.77,5.93,5.7,637979.17,600001
2009-06-30,5.79,5.57,5.8,5.5,723558.09,600001
2009-07-01,5.55,5.65,5.71,5.5,613369.45,600001
2009-07-02,5.66,5.62,5.76,5.58,538185.28,600001
2009-07-03,5.57,5.55,5.59,5.5,615916.61,600001
2009-07-06,5.55,5.93,6.06,5.51,1362100.9,600001
2009-07-07,5.97,5.9,6.12,5.87,1176569.13,600001
2009-07-08,5.85,5.94,6.05,5.8,552768.29,600001
2009-07-09,5.94,6.16,6.32,5.92,1176408.84,600001
2009-07-10,6.2,6.14,6.29,6.12,622718.99,600001
2009-07-13,6.11,6.09,6.23,6.01,482992.6,600001
2009-07-14,6.11,6.5,6.52,6.05,902575.91,600001
2009-07-15,6.41,6.6,6.79,6.41,1193789.99,600001
2009-07-16,6.6,6.54,6.7,6.5,414130.14,600001
2009-07-17,6.54,6.78,6.82,6.51,623940.15,600001
2009-07-20,6.8,7.09,7.21,6.8,522304.04,600001
2009-07-21,7.1,6.99,7.25,6.96,548160.4,600001
2009-07-22,6.98,6.99,7.1,6.94,357790.01,600001
2009-07-23,7.01,6.81,7.03,6.75,481457.91,600001
2009-07-24,6.82,6.8,6.9,6.52,558360.78,600001
2009-07-27,6.8,7.13,7.14,6.8,556480.72,600001
2009-07-28,7.13,7.54,7.55,7.09,749661.54,600001
2009-07-29,7.52,7.13,7.7,6.83,976444.39,600001
2009-07-30,7.1,7.27,7.42,7.05,465782.11,600001
2009-07-31,7.33,7.45,7.55,7.12,621320.48,600001
2009-08-03,7.45,7.84,7.85,7.42,722019.19,600001
2009-08-04,7.85,7.81,8.03,7.75,626472.44,600001
2009-08-05,7.71,7.5,7.73,7.39,400260.66,600001
2009-08-06,7.4,7.17,7.42,7.05,313049.39,600001
2009-08-07,7.13,6.8,7.19,6.73,460315.73,600001
2009-08-10,6.83,6.83,6.9,6.64,442207.26,600001
2009-08-11,6.86,6.85,6.87,6.71,395648.66,600001
2009-08-12,6.85,6.61,6.86,6.53,339947.63,600001
2009-08-13,6.6,6.69,6.77,6.38,258670.19,600001
2009-08-14,6.68,6.38,6.72,6.26,296377.87,600001
2009-08-17,6.28,5.75,6.28,5.74,270218.06,600001
2009-08-18,5.7,5.92,6.09,5.65,427996.28,600001
2009-08-19,5.88,5.41,5.88,5.33,374067.36,600001
2009-08-20,5.4,5.62,5.67,5.36,341447.16,600001
2009-08-21,5.65,5.79,5.91,5.55,382818.75,600001
2009-08-24,5.79,5.8,5.87,5.6,240921.23,600001
2009-08-25,5.71,5.53,5.73,5.3,289831.33,600001
2009-08-26,5.49,5.68,5.79,5.39,193175.19,600001
2009-08-27,5.67,5.67,5.83,5.58,238412.9,600001
2009-08-28,5.65,5.39,5.7,5.3,316041.99,600001
2009-08-31,5.3,4.9,5.3,4.85,325799.72,600001
2009-09-01,4.89,4.9,5.0,4.82,189866.73,600001
2009-09-02,4.9,4.97,5.0,4.85,151246.73,600001
2009-09-03,4.97,5.38,5.47,4.96,456705.41,600001
2009-09-04,5.35,5.33,5.43,5.24,295464.6,600001
2009-09-07,5.36,5.33,5.48,5.29,183954.98,600001
2009-09-08,5.3,5.39,5.4,5.12,348967.19,600001
2009-09-09,5.4,5.55,5.58,5.28,440691.39,600001
2009-09-10,5.55,5.45,5.59,5.43,347446.18,600001
2009-09-11,5.41,5.49,5.54,5.3,408465.05,600001
2009-09-14,5.49,5.55,5.58,5.46,373935.85,600001
2009-09-15,5.55,5.62,5.74,5.48,661568.77,600001
2009-09-16,5.6,5.46,5.6,5.38,447969.47,600001
2009-09-22,5.46,5.14,5.46,5.01,1101025.96,600001
2009-09-23,5.14,4.98,5.18,4.93,487990.52,600001
2009-09-24,4.95,4.91,5.0,4.71,371730.81,600001
2009-09-25,4.92,4.88,4.95,4.83,259175.0,600001
2009-09-28,4.9,4.69,4.94,4.65,301410.83,600001
2009-09-29,4.68,4.55,4.72,4.45,314256.82,600001
2009-09-30,4.57,4.61,4.64,4.56,194541.25,600001
2009-10-09,4.66,4.89,4.94,4.66,318713.15,600001
2009-10-12,4.89,4.79,4.89,4.72,444584.52,600001
2009-10-13,4.76,4.9,4.91,4.73,432386.35,600001
2009-10-14,4.9,4.9,4.99,4.85,502598.84,600001
2009-10-15,4.95,4.96,5.06,4.89,487446.52,600001
2009-10-16,4.96,4.94,4.99,4.8,364093.98,600001
2009-10-19,4.9,5.09,5.11,4.88,555046.04,600001
2009-10-20,5.09,5.09,5.12,5.04,393532.72,600001
2009-10-21,5.09,5.15,5.23,5.03,530362.03,600001
2009-10-22,5.12,5.07,5.14,5.06,266959.24,600001
2009-10-23,5.06,5.14,5.24,5.06,394059.24,600001
2009-10-26,5.15,5.21,5.21,5.1,433087.22,600001
2009-10-27,5.17,4.97,5.17,4.96,342050.24,600001
2009-10-28,4.95,4.94,4.97,4.82,231513.65,600001
2009-10-29,4.85,4.79,4.86,4.78,205309.65,600001
2009-10-30,4.88,4.81,4.9,4.8,228792.62,600001
2009-11-02,4.7,4.9,4.91,4.66,273173.65,600001
2009-11-03,4.92,5.0,5.05,4.88,384612.03,600001
2009-11-04,5.0,5.08,5.12,4.96,356880.46,600001
2009-11-05,5.07,5.11,5.13,5.0,348962.06,600001
2009-11-06,5.15,5.15,5.25,5.13,554818.71,600001
2009-11-09,5.17,5.23,5.27,5.14,493697.54,600001
2009-11-10,5.27,5.21,5.31,5.19,637152.16,600001
2009-11-11,5.22,5.15,5.29,5.1,554857.45,600001
2009-11-12,5.19,5.22,5.27,5.15,451373.93,600001
2009-11-13,5.19,5.2,5.22,5.09,414083.05,600001
2009-11-16,5.23,5.43,5.45,5.22,877365.48,600001
2009-11-17,5.49,5.44,5.54,5.41,528184.78,600001
2009-11-18,5.45,5.42,5.48,5.36,373412.28,600001
2009-11-19,5.44,5.53,5.54,5.4,463719.89,600001
2009-11-20,5.53,5.57,5.62,5.44,557195.17,600001
2009-11-23,5.59,5.62,5.65,5.53,600127.43,600001
2009-11-24,5.65,5.7,6.04,5.6,1481377.4,600001
2009-11-25,5.64,5.89,5.9,5.46,989724.93,600001
2009-11-26,5.92,5.61,5.94,5.51,815539.46,600001
2009-11-27,5.49,5.3,5.55,5.29,517528.75,600001
2009-11-30,5.35,5.48,5.48,5.29,513630.27,600001
2009-12-01,5.47,5.62,5.64,5.37,576749.6,600001
2009-12-02,5.63,5.63,5.68,5.56,582212.82,600001
2009-12-03,5.62,5.67,5.73,5.49,706850.67,600001
2009-12-04,5.65,5.74,5.78,5.5,885701.84,600001
2009-12-07,5.72,5.82,5.84,5.68,724156.05,600001
2009-12-08,5.82,5.71,5.83,5.65,566194.0,600001
2009-12-09,5.63,5.56,5.69,5.51,401226.78,600001
2009-12-10,5.62,5.62,5.7,5.55,442080.92,600001
2009-12-11,5.68,5.5,5.73,5.45,1049602.64,600001
2009-12-14,5.47,5.35,5.47,5.2,1307047.41,600001
2009-12-15,5.29,5.29,5.31,5.21,1310049.69,600001
